Name,general_train_rule,train_epoch,train_test_loss,train_test_accuracy,train_loss,train_accuracy,train_valid_loss,train_valid_accuracy
supervised/supervised_logic_ov_all_10,rule_34,500,0.3255654647946358,0.933560073375702,0.0061636937607545406,0.9982421875,0.01039432652760297,0.9969692826271056
supervised/supervised_logic_ov_all_25,rule_46,500,0.6855042576789856,0.8482287228107452,0.08823169693350792,0.9735064327716828,0.19278698042035103,0.9436961263418198
supervised/supervised_logic_ov_all_27,rule_37,500,0.5304724648594856,0.8415611535310745,0.007955460483208299,0.9984375,0.02435202372726053,0.9901333451271056
supervised/supervised_logic_ov_all_49,rule_20,500,0.7001606374979019,0.828630119562149,0.10343477018177508,0.9723115801811218,0.2155418731272221,0.9358836263418198
supervised/supervised_logic_ov_all_26,rule_48,500,1.0091309994459152,0.8082569986581802,0.01597412417177111,0.9953125,0.03679088084027171,0.9939385801553726
supervised/supervised_logic_ov_all_40,rule_31,500,1.3902112543582916,0.7992658913135529,0.024332584533840417,0.995335477590561,0.08368721418082714,0.980940192937851
supervised/supervised_logic_ov_all_12,rule_35,500,0.802457794547081,0.7914197146892548,0.039477471727877855,0.989740350842476,0.1255117580294609,0.9586476236581802
supervised/supervised_logic_ov_all_31,rule_19,500,1.2143919169902802,0.7868399769067764,0.008530348213389516,0.9984375,0.013752709608525038,0.9950161576271056
supervised/supervised_logic_ov_all_19,rule_9,500,1.6842049956321716,0.759294182062149,0.03299476755782962,0.9922334551811218,0.07759807258844376,0.9708714932203292
supervised/supervised_logic_ov_all_1,rule_39,500,1.323733538389206,0.7438375502824783,0.005740729428362101,0.9994140625,0.035605463199317455,0.9929620176553726
supervised/supervised_logic_ov_all_0,rule_49,500,0.8487520664930344,0.7415140122175217,0.010961978975683451,0.9967026650905608,0.02032930520363152,0.9950161576271056
supervised/supervised_logic_ov_all_5,rule_12,500,1.238493800163269,0.7400323301553726,0.02466948041692376,0.9937729775905608,0.05426508421078324,0.979963630437851
supervised/supervised_logic_ov_all_16,rule_38,500,1.9249772131443024,0.7376751005649567,0.016666965372860432,0.9953125,0.018160666804760695,0.9937365353107452
supervised/supervised_logic_ov_all_39,rule_47,500,1.456237554550171,0.7273370176553726,0.02474000081419945,0.9951171875,0.08332899492233992,0.9800646603107452
supervised/supervised_logic_ov_all_47,rule_36,500,1.7256213426589966,0.7264614701271057,0.01407218659296632,0.9976792275905608,0.044471150264143944,0.9860250502824784
supervised/supervised_logic_ov_all_50,rule_27,500,1.652850121259689,0.7245756983757019,0.011204415000975132,0.9978515625,0.05398410512134433,0.9879781752824784
supervised/supervised_logic_ov_all_46,rule_24,500,1.456448346376419,0.7130253165960312,0.027395570930093528,0.9955078125,0.08868393674492836,0.9652141630649568
supervised/supervised_logic_ov_all_48,rule_18,500,1.57712122797966,0.6920797377824783,0.07693356834352016,0.9756548702716829,0.0822021123021841,0.972151130437851
supervised/supervised_logic_ov_all_22,rule_33,500,1.6215192675590515,0.6897898763418198,0.025350160617381337,0.99453125,0.08041273336857557,0.978987067937851
supervised/supervised_logic_ov_all_3,rule_32,500,2.3291471004486084,0.6715045720338821,0.009812882542610169,0.9984375,0.016631641890853643,0.9949151426553726
supervised/supervised_logic_ov_all_23,rule_50,500,1.663249969482422,0.6645002663135529,0.030495284497737883,0.9919921875,0.03387082414701581,0.9857219755649568
supervised/supervised_logic_ov_all_44,rule_8,500,2.0020767152309418,0.6421740353107452,0.028329934738576413,0.988499540090561,0.05898807244375348,0.9850484877824784
supervised/supervised_logic_ov_all_41,rule_10,500,2.061092257499695,0.6400188505649567,0.04167612418532372,0.9873276650905608,0.09109390154480934,0.9680428355932236
supervised/supervised_logic_ov_all_9,rule_7,500,2.6728970408439636,0.6392443478107452,0.051940346229821445,0.9798828125,0.021881479071453217,0.9931640625
supervised/supervised_logic_ov_all_32,rule_4,500,2.0023036897182465,0.622541755437851,0.029739579558372496,0.990234375,0.04970100522041321,0.9808391630649568
supervised/supervised_logic_ov_all_8,rule_41,500,2.512484669685364,0.6099474728107452,0.006867746170610189,0.9974609375,0.03088201722130179,0.9910088926553726
supervised/supervised_logic_ov_all_6,rule_21,500,2.563210904598236,0.6081963926553726,0.010967847239226104,0.9967256426811218,0.0370796350762248,0.9919854551553726
supervised/supervised_logic_ov_all_17,rule_22,500,2.804382801055908,0.5977236032485962,0.0201878322288394,0.9947495400905608,0.05834983941167593,0.979963630437851
supervised/supervised_logic_ov_all_13,rule_43,500,2.102315366268158,0.5813914388418198,0.012223170651122928,0.9962890625,0.05377328861504793,0.9851495176553726
supervised/supervised_logic_ov_all_43,rule_26,500,2.8284049034118652,0.5773168057203293,0.007727841881569475,0.9986328125,0.012203997699543834,0.99609375
supervised/supervised_logic_ov_all_30,rule_28,500,3.234450399875641,0.5720299035310745,0.018675597058609127,0.9955537676811218,0.024839234072715044,0.9899313002824784
supervised/supervised_logic_ov_all_4,rule_45,500,2.525752067565918,0.5692012459039688,0.0075556430965662,0.998046875,0.025522066978737712,0.9950161576271056
supervised/supervised_logic_ov_all_29,rule_44,500,2.6986615657806396,0.5561018288135529,0.0190907116048038,0.99609375,0.05858845263719559,0.978010505437851
supervised/supervised_logic_ov_all_42,rule_11,500,2.2749738097190857,0.552262932062149,0.015702245105057955,0.995335477590561,0.05192411784082651,0.9919854551553726
supervised/supervised_logic_ov_all_7,rule_40,500,2.6106539368629456,0.5336408913135529,0.011677420418709516,0.9957490801811218,0.01620463718427345,0.994140625
supervised/supervised_logic_ov_all_20,rule_42,500,2.9185646772384644,0.5315530747175217,0.012089026253670454,0.996484375,0.005222371109994128,0.998046875
supervised/supervised_logic_ov_all_36,rule_6,500,2.748045027256012,0.5165342092514038,0.033998388610780236,0.99140625,0.04631922114640474,0.9859240353107452
supervised/supervised_logic_ov_all_24,rule_5,500,3.03487765789032,0.5159954205155373,0.0249432684853673,0.9931870400905608,0.04589005000889301,0.987776130437851
supervised/supervised_logic_ov_all_18,rule_23,500,3.692673981189728,0.5157260298728943,0.011582525353878737,0.9967026650905608,0.032935553696006536,0.9900323301553726
supervised/supervised_logic_ov_all_14,rule_0,500,3.093815803527832,0.49639682471752167,0.016720431065186857,0.99609375,0.0596001585945487,0.9730266630649568
supervised/supervised_logic_ov_all_33,rule_15,500,3.821523904800415,0.4697939082980156,0.02969618309289217,0.9919921875,0.03469631774351001,0.9912109375
supervised/supervised_logic_ov_all_2,rule_13,500,3.093982219696045,0.46049973368644714,0.03836397705599666,0.9869829952716828,0.08709675539284945,0.9688173532485962
supervised/supervised_logic_ov_all_35,rule_1,500,3.323758959770202,0.4319773688912392,0.03247207840904594,0.990475642681122,0.07456628885120153,0.9781115353107452
supervised/supervised_logic_ov_all_34,rule_3,500,3.15559458732605,0.4170258641242981,0.03005212089046836,0.9910615801811218,0.056581790558993816,0.984846442937851
supervised/supervised_logic_ov_all_38,rule_25,500,3.7624645829200745,0.4159482717514038,0.00741381908301264,0.998828125,0.012977469014003871,0.9950161576271056
supervised/supervised_logic_ov_all_11,rule_14,500,3.635923564434051,0.4089102894067764,0.053975848481059074,0.9801470577716828,0.13286716490983963,0.9388133138418198
supervised/supervised_logic_ov_all_15,rule_29,500,3.081509053707123,0.40783270448446274,0.012151119718328118,0.9965073525905608,0.03928653709590435,0.9920864701271056
supervised/supervised_logic_ov_all_45,rule_30,500,3.783321499824524,0.40480199456214905,0.010664724884554744,0.9974609375,0.022840375546365976,0.9909078627824784
supervised/supervised_logic_ov_all_21,rule_2,500,3.7410945892333984,0.36671605706214905,0.0361555534414947,0.9846392452716828,0.02079845266416669,0.9910088926553726
supervised/supervised_logic_ov_all_37,rule_17,500,4.4829177260398865,0.3416621759533882,0.021547861397266388,0.9937959551811218,0.08803892228752375,0.9544383138418198
supervised/supervised_logic_ov_all_28,rule_16,500,4.030873239040375,0.3221982792019844,0.058172549679875375,0.9840303301811218,0.12215069867670536,0.9567955285310744
