,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,acc_std,accuracy,comp_fn,epoch,k,loss,minibatch,mode,rep_fn,rule_world,test_rule,top_mode,updates,train_world,test_world
40,40,40.0,40.0,,,,,,,0.0,0.523,RGCN,102,0,2.279,2200,test,Param,rule_54,,test,0,easy,novel
41,41,41.0,41.0,,,,,,,0.0,0.514,RGCN,50,0,3.5869999999999997,1160,test,GCN,rule_54,,test,0,easy,novel
42,42,42.0,,,,,,,,0.0,0.555,E-GAT,51,0,2.7510000000000003,1180,test,GAT,rule_55,,test,0,easy,novel
43,43,43.0,,,,,,,,0.0,0.526,E-GAT,71,0,3.2960000000000003,1580,test,Param,rule_55,,test,0,easy,novel
44,44,44.0,,,,,,,,0.0,0.556,E-GAT,56,0,2.775,1280,test,GCN,rule_55,,test,0,easy,novel
45,45,45.0,,,,,,,,0.0,0.508,RGCN,24,0,3.752,640,test,GAT,rule_55,,test,0,easy,novel
46,46,46.0,,,,,,,,0.0,0.546,RGCN,99,0,3.384,2140,test,Param,rule_55,,test,0,easy,novel
47,47,47.0,,,,,,,,0.0,0.466,RGCN,40,0,6.399,960,test,GCN,rule_55,,test,0,easy,novel
48,48,,,,,,,,,0.0,0.534,E-GAT,51,0,2.8280000000000003,1180,test,GAT,rule_56,,test,0,easy,novel
49,49,,,,,,,,,0.0,0.524,E-GAT,62,0,2.7,1400,test,Param,rule_56,,test,0,easy,novel
50,50,,,,,,,,,0.0,0.574,E-GAT,70,0,2.292,1560,test,GCN,rule_56,,test,0,easy,novel
51,51,,,,,,,,,0.0,0.475,RGCN,37,0,3.319,900,test,GAT,rule_56,,test,0,easy,novel
52,52,,,,,,,,,0.0,0.535,RGCN,76,0,2.2840000000000003,1680,test,Param,rule_56,,test,0,easy,novel
53,53,,,,,,,,,0.0,0.46,RGCN,41,0,4.539,980,test,GCN,rule_56,,test,0,easy,novel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,E-GAT,54,0,2.006,1240,test,GAT,rule_54,,test,0,medium,novel
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.544,E-GAT,49,0,2.437,1140,test,Param,rule_54,,test,0,medium,novel
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.602,E-GAT,45,0,1.86,1060,test,GCN,rule_54,,test,0,medium,novel
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.54,RGCN,28,0,2.805,720,test,GAT,rule_54,,test,0,medium,novel
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.495,RGCN,85,0,2.1519999999999997,1860,test,Param,rule_54,,test,0,medium,novel
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.531,RGCN,29,0,3.113,740,test,GCN,rule_54,,test,0,medium,novel
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.5589999999999999,E-GAT,43,0,2.787,1020,test,GAT,rule_55,,test,0,medium,novel
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.56,E-GAT,50,0,2.91,1160,test,Param,rule_55,,test,0,medium,novel
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.532,E-GAT,43,0,3.033,1020,test,GCN,rule_55,,test,0,medium,novel
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.544,RGCN,32,0,4.029,800,test,GAT,rule_55,,test,0,medium,novel
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,0.0,0.5660000000000001,RGCN,92,0,3.373,2000,test,Param,rule_55,,test,0,medium,novel
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,0.0,0.5329999999999999,RGCN,28,0,4.714,720,test,GCN,rule_55,,test,0,medium,novel
12,12,12.0,12.0,12.0,12.0,12.0,12.0,,,0.0,0.596,E-GAT,42,0,2.194,1000,test,GAT,rule_56,,test,0,medium,novel
13,13,13.0,13.0,13.0,13.0,13.0,13.0,,,0.0,0.5429999999999999,E-GAT,50,0,2.559,1160,test,Param,rule_56,,test,0,medium,novel
14,14,14.0,14.0,14.0,14.0,14.0,14.0,,,0.0,0.5579999999999999,E-GAT,34,0,2.411,840,test,GCN,rule_56,,test,0,medium,novel
15,15,15.0,15.0,15.0,15.0,15.0,15.0,,,0.0,0.517,RGCN,61,0,3.358,1380,test,GAT,rule_56,,test,0,medium,novel
16,16,16.0,16.0,16.0,16.0,16.0,16.0,,,0.0,0.457,RGCN,66,0,3.2739999999999996,1480,test,Param,rule_56,,test,0,medium,novel
17,17,17.0,17.0,17.0,17.0,17.0,17.0,,,0.0,0.4970000000000001,RGCN,46,0,3.803,1080,test,GCN,rule_56,,test,0,medium,novel
18,18,18.0,18.0,18.0,18.0,18.0,,,,0.0,0.561,E-GAT,54,0,1.983,1240,test,GAT,rule_54,,test,0,medium,novel
19,19,19.0,19.0,19.0,19.0,19.0,,,,0.0,0.5429999999999999,E-GAT,49,0,2.408,1140,test,Param,rule_54,,test,0,medium,novel
20,20,20.0,20.0,20.0,20.0,20.0,,,,0.0,0.58,E-GAT,45,0,1.902,1060,test,GCN,rule_54,,test,0,medium,novel
21,21,21.0,21.0,21.0,21.0,21.0,,,,0.0,0.5429999999999999,RGCN,28,0,2.805,720,test,GAT,rule_54,,test,0,medium,novel
22,22,22.0,22.0,22.0,22.0,22.0,,,,0.0,0.4970000000000001,RGCN,85,0,2.151,1860,test,Param,rule_54,,test,0,medium,novel
23,23,23.0,23.0,23.0,23.0,23.0,,,,0.0,0.53,RGCN,29,0,3.12,740,test,GCN,rule_54,,test,0,medium,novel
24,24,24.0,24.0,24.0,24.0,,,,,0.0,0.5539999999999999,E-GAT,56,0,2.9339999999999997,1280,test,GAT,rule_55,,test,0,medium,novel
25,25,25.0,25.0,25.0,25.0,,,,,0.0,0.5539999999999999,E-GAT,50,0,2.9130000000000003,1160,test,Param,rule_55,,test,0,medium,novel
26,26,26.0,26.0,26.0,26.0,,,,,0.0,0.5489999999999999,E-GAT,53,0,3.042,1220,test,GCN,rule_55,,test,0,medium,novel
27,27,27.0,27.0,27.0,27.0,,,,,0.0,0.539,RGCN,32,0,4.029,800,test,GAT,rule_55,,test,0,medium,novel
28,28,28.0,28.0,28.0,28.0,,,,,0.0,0.5710000000000001,RGCN,148,0,3.54,3120,test,Param,rule_55,,test,0,medium,novel
29,29,29.0,29.0,29.0,29.0,,,,,0.0,0.536,RGCN,28,0,4.724,720,test,GCN,rule_55,,test,0,medium,novel
30,30,30.0,30.0,30.0,,,,,,0.0,0.584,E-GAT,42,0,2.273,1000,test,GAT,rule_56,,test,0,medium,novel
31,31,31.0,31.0,31.0,,,,,,0.0,0.5429999999999999,E-GAT,50,0,2.567,1160,test,Param,rule_56,,test,0,medium,novel
32,32,32.0,32.0,32.0,,,,,,0.0,0.5579999999999999,E-GAT,34,0,2.402,840,test,GCN,rule_56,,test,0,medium,novel
33,33,33.0,33.0,33.0,,,,,,0.0,0.512,RGCN,61,0,3.323,1380,test,GAT,rule_56,,test,0,medium,novel
34,34,34.0,34.0,34.0,,,,,,0.0,0.46,RGCN,66,0,3.272,1480,test,Param,rule_56,,test,0,medium,novel
35,35,35.0,35.0,35.0,,,,,,0.0,0.49,RGCN,46,0,3.794,1080,test,GCN,rule_56,,test,0,medium,novel
36,36,36.0,36.0,,,,,,,0.0,0.5579999999999999,E-GAT,54,0,2.02,1240,test,GAT,rule_54,,test,0,medium,novel
37,37,37.0,37.0,,,,,,,0.0,0.544,E-GAT,49,0,2.4090000000000003,1140,test,Param,rule_54,,test,0,medium,novel
38,38,38.0,38.0,,,,,,,0.0,0.583,E-GAT,45,0,1.943,1060,test,GCN,rule_54,,test,0,medium,novel
39,39,39.0,39.0,,,,,,,0.0,0.541,RGCN,28,0,2.8169999999999997,720,test,GAT,rule_54,,test,0,medium,novel
40,40,40.0,40.0,,,,,,,0.0,0.495,RGCN,85,0,2.151,1860,test,Param,rule_54,,test,0,medium,novel
41,41,41.0,41.0,,,,,,,0.0,0.532,RGCN,29,0,3.123,740,test,GCN,rule_54,,test,0,medium,novel
42,42,42.0,,,,,,,,0.0,0.5710000000000001,E-GAT,56,0,2.8710000000000004,1280,test,GAT,rule_55,,test,0,medium,novel
43,43,43.0,,,,,,,,0.0,0.5579999999999999,E-GAT,50,0,2.922,1160,test,Param,rule_55,,test,0,medium,novel
44,44,44.0,,,,,,,,0.0,0.539,E-GAT,43,0,3.157,1020,test,GCN,rule_55,,test,0,medium,novel
45,45,45.0,,,,,,,,0.0,0.547,RGCN,32,0,4.032,800,test,GAT,rule_55,,test,0,medium,novel
46,46,46.0,,,,,,,,0.0,0.562,RGCN,92,0,3.3710000000000004,2000,test,Param,rule_55,,test,0,medium,novel
47,47,47.0,,,,,,,,0.0,0.53,RGCN,28,0,4.738,720,test,GCN,rule_55,,test,0,medium,novel
48,48,,,,,,,,,0.0,0.584,E-GAT,51,0,2.41,1180,test,GAT,rule_56,,test,0,medium,novel
49,49,,,,,,,,,0.0,0.544,E-GAT,50,0,2.572,1160,test,Param,rule_56,,test,0,medium,novel
50,50,,,,,,,,,0.0,0.5489999999999999,E-GAT,34,0,2.351,840,test,GCN,rule_56,,test,0,medium,novel
51,51,,,,,,,,,0.0,0.507,RGCN,55,0,3.324,1260,test,GAT,rule_56,,test,0,medium,novel
52,52,,,,,,,,,0.0,0.45799999999999996,RGCN,66,0,3.281,1480,test,Param,rule_56,,test,0,medium,novel
53,53,,,,,,,,,0.0,0.507,RGCN,37,0,3.575,900,test,GCN,rule_56,,test,0,medium,novel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,E-GAT,41,0,1.974,980,test,GAT,rule_54,,test,0,hard,novel
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.55,E-GAT,64,0,2.4930000000000003,1440,test,Param,rule_54,,test,0,hard,novel
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.557,E-GAT,54,0,2.153,1240,test,GCN,rule_54,,test,0,hard,novel
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.507,RGCN,54,0,3.075,1240,test,GAT,rule_54,,test,0,hard,novel
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.59,RGCN,127,0,2.051,2700,test,Param,rule_54,,test,0,hard,novel
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.557,RGCN,59,0,3.145,1340,test,GCN,rule_54,,test,0,hard,novel
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.499,E-GAT,32,0,2.881,800,test,GAT,rule_55,,test,0,hard,novel
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.546,E-GAT,55,0,3.099,1260,test,Param,rule_55,,test,0,hard,novel
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.539,E-GAT,74,0,2.978,1640,test,GCN,rule_55,,test,0,hard,novel
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.546,RGCN,48,0,3.879,1120,test,GAT,rule_55,,test,0,hard,novel
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,0.0,0.524,RGCN,86,0,3.836,1880,test,Param,rule_55,,test,0,hard,novel
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,0.0,0.5,RGCN,43,0,5.374,1020,test,GCN,rule_55,,test,0,hard,novel
12,12,12.0,12.0,12.0,12.0,12.0,12.0,,,0.0,0.539,E-GAT,41,0,2.44,980,test,GAT,rule_56,,test,0,hard,novel
13,13,13.0,13.0,13.0,13.0,13.0,13.0,,,0.0,0.523,E-GAT,76,0,3.217,1680,test,Param,rule_56,,test,0,hard,novel
14,14,14.0,14.0,14.0,14.0,14.0,14.0,,,0.0,0.575,E-GAT,62,0,2.3680000000000003,1400,test,GCN,rule_56,,test,0,hard,novel
15,15,15.0,15.0,15.0,15.0,15.0,15.0,,,0.0,0.512,RGCN,29,0,3.27,740,test,GAT,rule_56,,test,0,hard,novel
16,16,16.0,16.0,16.0,16.0,16.0,16.0,,,0.0,0.51,RGCN,122,0,2.8760000000000003,2600,test,Param,rule_56,,test,0,hard,novel
17,17,17.0,17.0,17.0,17.0,17.0,17.0,,,0.0,0.504,RGCN,41,0,4.22,980,test,GCN,rule_56,,test,0,hard,novel
18,18,18.0,18.0,18.0,18.0,18.0,,,,0.0,0.614,E-GAT,31,0,1.885,780,test,GAT,rule_54,,test,0,hard,novel
19,19,19.0,19.0,19.0,19.0,19.0,,,,0.0,0.55,E-GAT,64,0,2.489,1440,test,Param,rule_54,,test,0,hard,novel
20,20,20.0,20.0,20.0,20.0,20.0,,,,0.0,0.5529999999999999,E-GAT,54,0,2.136,1240,test,GCN,rule_54,,test,0,hard,novel
21,21,21.0,21.0,21.0,21.0,21.0,,,,0.0,0.527,RGCN,32,0,2.712,800,test,GAT,rule_54,,test,0,hard,novel
22,22,22.0,22.0,22.0,22.0,22.0,,,,0.0,0.5920000000000001,RGCN,127,0,2.049,2700,test,Param,rule_54,,test,0,hard,novel
23,23,23.0,23.0,23.0,23.0,23.0,,,,0.0,0.556,RGCN,59,0,3.15,1340,test,GCN,rule_54,,test,0,hard,novel
24,24,24.0,24.0,24.0,24.0,,,,,0.0,0.526,E-GAT,51,0,3.022,1180,test,GAT,rule_55,,test,0,hard,novel
25,25,25.0,25.0,25.0,25.0,,,,,0.0,0.544,E-GAT,55,0,3.122,1260,test,Param,rule_55,,test,0,hard,novel
26,26,26.0,26.0,26.0,26.0,,,,,0.0,0.5489999999999999,E-GAT,55,0,2.975,1260,test,GCN,rule_55,,test,0,hard,novel
27,27,27.0,27.0,27.0,27.0,,,,,0.0,0.546,RGCN,48,0,3.8939999999999997,1120,test,GAT,rule_55,,test,0,hard,novel
28,28,28.0,28.0,28.0,28.0,,,,,0.0,0.528,RGCN,99,0,3.9930000000000003,2140,test,Param,rule_55,,test,0,hard,novel
29,29,29.0,29.0,29.0,29.0,,,,,0.0,0.494,RGCN,37,0,5.33,900,test,GCN,rule_55,,test,0,hard,novel
30,30,30.0,30.0,30.0,,,,,,0.0,0.54,E-GAT,41,0,2.399,980,test,GAT,rule_56,,test,0,hard,novel
31,31,31.0,31.0,31.0,,,,,,0.0,0.525,E-GAT,76,0,3.2230000000000003,1680,test,Param,rule_56,,test,0,hard,novel
32,32,32.0,32.0,32.0,,,,,,0.0,0.5770000000000001,E-GAT,49,0,2.168,1140,test,GCN,rule_56,,test,0,hard,novel
33,33,33.0,33.0,33.0,,,,,,0.0,0.515,RGCN,29,0,3.253,740,test,GAT,rule_56,,test,0,hard,novel
34,34,34.0,34.0,34.0,,,,,,0.0,0.511,RGCN,122,0,2.887,2600,test,Param,rule_56,,test,0,hard,novel
35,35,35.0,35.0,35.0,,,,,,0.0,0.499,RGCN,41,0,4.274,980,test,GCN,rule_56,,test,0,hard,novel
36,36,36.0,36.0,,,,,,,0.0,0.616,E-GAT,31,0,1.881,780,test,GAT,rule_54,,test,0,hard,novel
37,37,37.0,37.0,,,,,,,0.0,0.55,E-GAT,64,0,2.494,1440,test,Param,rule_54,,test,0,hard,novel
38,38,38.0,38.0,,,,,,,0.0,0.552,E-GAT,45,0,2.166,1060,test,GCN,rule_54,,test,0,hard,novel
39,39,39.0,39.0,,,,,,,0.0,0.517,RGCN,54,0,3.0260000000000002,1240,test,GAT,rule_54,,test,0,hard,novel
40,40,40.0,40.0,,,,,,,0.0,0.59,RGCN,127,0,2.053,2700,test,Param,rule_54,,test,0,hard,novel
41,41,41.0,41.0,,,,,,,0.0,0.537,RGCN,43,0,2.9819999999999998,1020,test,GCN,rule_54,,test,0,hard,novel
42,42,42.0,,,,,,,,0.0,0.525,E-GAT,51,0,3.01,1180,test,GAT,rule_55,,test,0,hard,novel
43,43,43.0,,,,,,,,0.0,0.5489999999999999,E-GAT,55,0,3.13,1260,test,Param,rule_55,,test,0,hard,novel
44,44,44.0,,,,,,,,0.0,0.547,E-GAT,72,0,3.049,1600,test,GCN,rule_55,,test,0,hard,novel
45,45,45.0,,,,,,,,0.0,0.528,RGCN,31,0,3.682,780,test,GAT,rule_55,,test,0,hard,novel
46,46,46.0,,,,,,,,0.0,0.525,RGCN,110,0,4.048,2360,test,Param,rule_55,,test,0,hard,novel
47,47,47.0,,,,,,,,0.0,0.5,RGCN,43,0,5.324,1020,test,GCN,rule_55,,test,0,hard,novel
48,48,,,,,,,,,0.0,0.5379999999999999,E-GAT,41,0,2.449,980,test,GAT,rule_56,,test,0,hard,novel
49,49,,,,,,,,,0.0,0.526,E-GAT,76,0,3.22,1680,test,Param,rule_56,,test,0,hard,novel
50,50,,,,,,,,,0.0,0.575,E-GAT,37,0,2.124,900,test,GCN,rule_56,,test,0,hard,novel
51,51,,,,,,,,,0.0,0.508,RGCN,29,0,3.2510000000000003,740,test,GAT,rule_56,,test,0,hard,novel
52,52,,,,,,,,,0.0,0.483,RGCN,57,0,2.577,1300,test,Param,rule_56,,test,0,hard,novel
53,53,,,,,,,,,0.0,0.505,RGCN,60,0,4.445,1360,test,GCN,rule_56,,test,0,hard,novel
