,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,acc_std,accuracy,comp_fn,epoch,k,loss,minibatch,mode,rep_fn,rule_world,test_rule,top_mode,updates,train_world,test_world
32,32,32.0,32.0,32.0,,,,,,0.0,0.402,E-GAT,1900,0,2.96,40,test,GCN,rule_56,,test,0,easy,novel
33,33,33.0,33.0,33.0,,,,,,0.0,0.378,RGCN,1900,0,3.19,40,test,GAT,rule_56,,test,0,easy,novel
34,34,34.0,34.0,34.0,,,,,,0.0,0.189,RGCN,1900,0,3.4160000000000004,40,test,Param,rule_56,,test,0,easy,novel
35,35,35.0,35.0,35.0,,,,,,0.0,0.297,RGCN,1900,0,4.972,40,test,GCN,rule_56,,test,0,easy,novel
36,36,36.0,36.0,,,,,,,0.0,0.3720000000000001,E-GAT,1900,0,2.985,40,test,GAT,rule_54,,test,0,easy,novel
37,37,37.0,37.0,,,,,,,0.0,0.311,E-GAT,1900,0,3.2560000000000002,40,test,Param,rule_54,,test,0,easy,novel
38,38,38.0,38.0,,,,,,,0.0,0.35200000000000004,E-GAT,1900,0,2.7460000000000004,40,test,GCN,rule_54,,test,0,easy,novel
39,39,39.0,39.0,,,,,,,0.0,0.409,RGCN,1900,0,2.65,40,test,GAT,rule_54,,test,0,easy,novel
40,40,40.0,40.0,,,,,,,0.0,0.225,RGCN,1900,0,3.0780000000000003,40,test,Param,rule_54,,test,0,easy,novel
41,41,41.0,41.0,,,,,,,0.0,0.37,RGCN,1900,0,3.863,40,test,GCN,rule_54,,test,0,easy,novel
42,42,42.0,,,,,,,,0.0,0.325,E-GAT,1900,0,3.487,40,test,GAT,rule_55,,test,0,easy,novel
43,43,43.0,,,,,,,,0.0,0.287,E-GAT,1900,0,3.597,40,test,Param,rule_55,,test,0,easy,novel
44,44,44.0,,,,,,,,0.0,0.308,E-GAT,1900,0,3.604,40,test,GCN,rule_55,,test,0,easy,novel
45,45,45.0,,,,,,,,0.0,0.386,RGCN,1900,0,3.366,40,test,GAT,rule_55,,test,0,easy,novel
46,46,46.0,,,,,,,,0.0,0.28800000000000003,RGCN,1900,0,3.765,40,test,Param,rule_55,,test,0,easy,novel
47,47,47.0,,,,,,,,0.0,0.325,RGCN,1900,0,6.122999999999998,40,test,GCN,rule_55,,test,0,easy,novel
48,48,,,,,,,,,0.0,0.39899999999999997,E-GAT,1900,0,3.01,40,test,GAT,rule_56,,test,0,easy,novel
49,49,,,,,,,,,0.0,0.35700000000000004,E-GAT,1900,0,2.9760000000000004,40,test,Param,rule_56,,test,0,easy,novel
50,50,,,,,,,,,0.0,0.402,E-GAT,1900,0,2.96,40,test,GCN,rule_56,,test,0,easy,novel
51,51,,,,,,,,,0.0,0.37799999999999995,RGCN,1900,0,3.19,40,test,GAT,rule_56,,test,0,easy,novel
52,52,,,,,,,,,0.0,0.18899999999999997,RGCN,1900,0,3.4160000000000004,40,test,Param,rule_56,,test,0,easy,novel
53,53,,,,,,,,,0.0,0.297,RGCN,1900,0,4.9719999999999995,40,test,GCN,rule_56,,test,0,easy,novel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419,E-GAT,1900,0,2.419,40,test,GAT,rule_54,,test,0,medium,novel
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.371,E-GAT,1900,0,2.6510000000000002,40,test,Param,rule_54,,test,0,medium,novel
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.389,E-GAT,1900,0,2.229,40,test,GCN,rule_54,,test,0,medium,novel
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.425,RGCN,1900,0,2.5340000000000003,40,test,GAT,rule_54,,test,0,medium,novel
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.265,RGCN,1900,0,3.2060000000000004,40,test,Param,rule_54,,test,0,medium,novel
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.39399999999999996,RGCN,1900,0,3.7,40,test,GCN,rule_54,,test,0,medium,novel
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.336,E-GAT,1900,0,3.5410000000000004,40,test,GAT,rule_55,,test,0,medium,novel
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.29,E-GAT,1900,0,3.47,40,test,Param,rule_55,,test,0,medium,novel
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.279,E-GAT,1900,0,3.649,40,test,GCN,rule_55,,test,0,medium,novel
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.358,RGCN,1900,0,3.739,40,test,GAT,rule_55,,test,0,medium,novel
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,0.0,0.2,RGCN,1900,0,5.092,40,test,Param,rule_55,,test,0,medium,novel
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,0.0,0.378,RGCN,1900,0,5.186,40,test,GCN,rule_55,,test,0,medium,novel
12,12,12.0,12.0,12.0,12.0,12.0,12.0,,,0.0,0.331,E-GAT,1900,0,3.318,40,test,GAT,rule_56,,test,0,medium,novel
13,13,13.0,13.0,13.0,13.0,13.0,13.0,,,0.0,0.319,E-GAT,1900,0,3.572,40,test,Param,rule_56,,test,0,medium,novel
14,14,14.0,14.0,14.0,14.0,14.0,14.0,,,0.0,0.336,E-GAT,1900,0,3.267,40,test,GCN,rule_56,,test,0,medium,novel
15,15,15.0,15.0,15.0,15.0,15.0,15.0,,,0.0,0.341,RGCN,1900,0,3.23,40,test,GAT,rule_56,,test,0,medium,novel
16,16,16.0,16.0,16.0,16.0,16.0,16.0,,,0.0,0.217,RGCN,1900,0,3.9819999999999998,40,test,Param,rule_56,,test,0,medium,novel
17,17,17.0,17.0,17.0,17.0,17.0,17.0,,,0.0,0.308,RGCN,1900,0,4.357,40,test,GCN,rule_56,,test,0,medium,novel
18,18,18.0,18.0,18.0,18.0,18.0,,,,0.0,0.419,E-GAT,1900,0,2.419,40,test,GAT,rule_54,,test,0,medium,novel
19,19,19.0,19.0,19.0,19.0,19.0,,,,0.0,0.371,E-GAT,1900,0,2.651,40,test,Param,rule_54,,test,0,medium,novel
20,20,20.0,20.0,20.0,20.0,20.0,,,,0.0,0.389,E-GAT,1900,0,2.229,40,test,GCN,rule_54,,test,0,medium,novel
21,21,21.0,21.0,21.0,21.0,21.0,,,,0.0,0.425,RGCN,1900,0,2.5340000000000003,40,test,GAT,rule_54,,test,0,medium,novel
22,22,22.0,22.0,22.0,22.0,22.0,,,,0.0,0.265,RGCN,1900,0,3.2060000000000004,40,test,Param,rule_54,,test,0,medium,novel
23,23,23.0,23.0,23.0,23.0,23.0,,,,0.0,0.394,RGCN,1900,0,3.7,40,test,GCN,rule_54,,test,0,medium,novel
24,24,24.0,24.0,24.0,24.0,,,,,0.0,0.336,E-GAT,1900,0,3.545,40,test,GAT,rule_55,,test,0,medium,novel
25,25,25.0,25.0,25.0,25.0,,,,,0.0,0.29,E-GAT,1900,0,3.47,40,test,Param,rule_55,,test,0,medium,novel
26,26,26.0,26.0,26.0,26.0,,,,,0.0,0.28,E-GAT,1900,0,3.653,40,test,GCN,rule_55,,test,0,medium,novel
27,27,27.0,27.0,27.0,27.0,,,,,0.0,0.359,RGCN,1900,0,3.739,40,test,GAT,rule_55,,test,0,medium,novel
28,28,28.0,28.0,28.0,28.0,,,,,0.0,0.2,RGCN,1900,0,5.092,40,test,Param,rule_55,,test,0,medium,novel
29,29,29.0,29.0,29.0,29.0,,,,,0.0,0.37799999999999995,RGCN,1900,0,5.186,40,test,GCN,rule_55,,test,0,medium,novel
30,30,30.0,30.0,30.0,,,,,,0.0,0.331,E-GAT,1900,0,3.318,40,test,GAT,rule_56,,test,0,medium,novel
31,31,31.0,31.0,31.0,,,,,,0.0,0.319,E-GAT,1900,0,3.572,40,test,Param,rule_56,,test,0,medium,novel
32,32,32.0,32.0,32.0,,,,,,0.0,0.336,E-GAT,1900,0,3.267,40,test,GCN,rule_56,,test,0,medium,novel
33,33,33.0,33.0,33.0,,,,,,0.0,0.341,RGCN,1900,0,3.23,40,test,GAT,rule_56,,test,0,medium,novel
34,34,34.0,34.0,34.0,,,,,,0.0,0.217,RGCN,1900,0,3.982,40,test,Param,rule_56,,test,0,medium,novel
35,35,35.0,35.0,35.0,,,,,,0.0,0.308,RGCN,1900,0,4.357,40,test,GCN,rule_56,,test,0,medium,novel
36,36,36.0,36.0,,,,,,,0.0,0.419,E-GAT,1900,0,2.419,40,test,GAT,rule_54,,test,0,medium,novel
37,37,37.0,37.0,,,,,,,0.0,0.371,E-GAT,1900,0,2.6510000000000002,40,test,Param,rule_54,,test,0,medium,novel
38,38,38.0,38.0,,,,,,,0.0,0.389,E-GAT,1900,0,2.229,40,test,GCN,rule_54,,test,0,medium,novel
39,39,39.0,39.0,,,,,,,0.0,0.425,RGCN,1900,0,2.5340000000000003,40,test,GAT,rule_54,,test,0,medium,novel
40,40,40.0,40.0,,,,,,,0.0,0.265,RGCN,1900,0,3.2060000000000004,40,test,Param,rule_54,,test,0,medium,novel
41,41,41.0,41.0,,,,,,,0.0,0.39399999999999996,RGCN,1900,0,3.7,40,test,GCN,rule_54,,test,0,medium,novel
42,42,42.0,,,,,,,,0.0,0.336,E-GAT,1900,0,3.548,40,test,GAT,rule_55,,test,0,medium,novel
43,43,43.0,,,,,,,,0.0,0.29,E-GAT,1900,0,3.47,40,test,Param,rule_55,,test,0,medium,novel
44,44,44.0,,,,,,,,0.0,0.281,E-GAT,1900,0,3.652,40,test,GCN,rule_55,,test,0,medium,novel
45,45,45.0,,,,,,,,0.0,0.359,RGCN,1900,0,3.739,40,test,GAT,rule_55,,test,0,medium,novel
46,46,46.0,,,,,,,,0.0,0.2,RGCN,1900,0,5.092,40,test,Param,rule_55,,test,0,medium,novel
47,47,47.0,,,,,,,,0.0,0.378,RGCN,1900,0,5.186,40,test,GCN,rule_55,,test,0,medium,novel
48,48,,,,,,,,,0.0,0.33,E-GAT,1900,0,3.319,40,test,GAT,rule_56,,test,0,medium,novel
49,49,,,,,,,,,0.0,0.319,E-GAT,1900,0,3.572,40,test,Param,rule_56,,test,0,medium,novel
50,50,,,,,,,,,0.0,0.331,E-GAT,1900,0,3.253,40,test,GCN,rule_56,,test,0,medium,novel
51,51,,,,,,,,,0.0,0.341,RGCN,1900,0,3.23,40,test,GAT,rule_56,,test,0,medium,novel
52,52,,,,,,,,,0.0,0.217,RGCN,1900,0,3.9819999999999998,40,test,Param,rule_56,,test,0,medium,novel
53,53,,,,,,,,,0.0,0.308,RGCN,1900,0,4.357,40,test,GCN,rule_56,,test,0,medium,novel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,E-GAT,1900,0,2.301,40,test,GAT,rule_54,,test,0,hard,novel
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.275,E-GAT,1900,0,2.853,40,test,Param,rule_54,,test,0,hard,novel
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.45799999999999996,E-GAT,1900,0,2.202,40,test,GCN,rule_54,,test,0,hard,novel
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.405,RGCN,1900,0,2.483,40,test,GAT,rule_54,,test,0,hard,novel
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.242,RGCN,1900,0,3.239,40,test,Param,rule_54,,test,0,hard,novel
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.39899999999999997,RGCN,1900,0,3.145,40,test,GCN,rule_54,,test,0,hard,novel
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.281,E-GAT,1900,0,3.4810000000000003,40,test,GAT,rule_55,,test,0,hard,novel
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.271,E-GAT,1900,0,3.833,40,test,Param,rule_55,,test,0,hard,novel
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.248,E-GAT,1900,0,3.912,40,test,GCN,rule_55,,test,0,hard,novel
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.375,RGCN,1900,0,3.767,40,test,GAT,rule_55,,test,0,hard,novel
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,0.0,0.214,RGCN,1900,0,4.9030000000000005,40,test,Param,rule_55,,test,0,hard,novel
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,0.0,0.345,RGCN,1900,0,5.489,40,test,GCN,rule_55,,test,0,hard,novel
12,12,12.0,12.0,12.0,12.0,12.0,12.0,,,0.0,0.363,E-GAT,1900,0,2.702,40,test,GAT,rule_56,,test,0,hard,novel
13,13,13.0,13.0,13.0,13.0,13.0,13.0,,,0.0,0.319,E-GAT,1900,0,3.5469999999999997,40,test,Param,rule_56,,test,0,hard,novel
